Country Name,Country Code,Series Name,Series Code,Year,GDP
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,108798.451165901
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,25056.7948608378
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,1589.26398049714
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,13421.9722911546
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,17357.6286293985
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,3115.92292253449
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,6187.0660296399
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,7239.11131130898
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,3499.10727950801
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,18732.4977273198
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,24515.2657495716
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,87480.4197119462
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,15692.3071700143
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,15445.2421875
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,966.571293318523
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,3745.56036746313
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,NaN
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,2386.6961758184
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,30447.8823171601
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,1594.98515311153
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,9537.68431879504
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,17167.1909760833
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,475.795727844622
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,88428.7024226232
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,21279.4589247729
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,28439.3340989687
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,2162.6661301834
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,592.103121972141
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,6766.48125428394
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,NaN
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,29674.5442864413
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,3342.72012524497
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,20593.609115757
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,13030.9289500727
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,9297.84692916259
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,1102.24536132813
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,5858.82466074423
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,56299.5057328064
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,93259.9057183024
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,NaN
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,1076.43469114729
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,1193.35961914063
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,6913.05080521119
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,2389.2958750343
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,923.240371150258
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,4681.67940711244
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,19629.4653400829
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,3607.91023773078
Turkiye,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,10674.5041731531
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,8792.5485039672
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,5221.53306995807
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,964.354146526666
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,4575.97509765625
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,53707.9800813801
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,45564.1569448013
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,77246.6738828672
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,20499.2422244452
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,2276.16123306477
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,3128.54042205837
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,NaN
Viet Nam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,4179.01179036963
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,698.850349965249
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,1456.90157026157
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,2022,1676.82148896788
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,NaN
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,8367.77573143421
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,5260.20624980797
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,46544.7207199483
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,2309.52162029791
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,13730.5147090247
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,8715.76533622178
Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,NaN
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,64711.7656030565
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,56505.9682796867
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,7155.08360355897
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,34749.6382896736
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,29084.3071297448
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,2529.08012688018
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,22672.6154350731
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,7829.05313660622
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,53475.2934952935
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,7987.58595509037
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1434.66283439144
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,NaN
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,3700.97833772869
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,8426.09111019155
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,7249.79932596262
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,10043.6239221567
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,33430.9184783787
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,15797.5955773596
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,874.121280381345
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,199.580760181492
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,4321.57986427786
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1875.07148192948
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1673.64888857222
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,53371.6974319701
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,445.028195988605
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,719.384875157521
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,17093.2419713921
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,12614.0609948923
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,6979.72513470377
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1587.16189555687
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,649.143987939358
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,2508.82339515164
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,16595.3703837185
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,2728.80324620071
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,21459.7847808036
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,NaN
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,34701.44140625
Czechia,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,30427.4234688601
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,67967.3818685562
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,3606.4168960124
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,8953.89639365543
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,10716.0133558903
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,6533.35150400616
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,3512.58006529798
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,5344.21439437871
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,7066.61659257734
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,NaN
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,29823.7496069016
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,3797.30120946164
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1293.7780075976
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,5868.1591677839
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,53755.9117362796
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,44460.8178457009
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,8420.10205701827
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,843.765742570282
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,8120.36344318242
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,52745.7557064131
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,2238.15802077213
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,22990.0135680461
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,10463.64593954
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,5797.52159594526
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1663.93780748118
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,914.275153804104
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,20626.1991490567
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1693.06874328693
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,3247.23105462683
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,50696.5903184046
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,22147.2097290479
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,78811.0583922693
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,2484.8454294403
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,4940.54980501156
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,4502.5463291805
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,5512.47571978422
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,103684.880801837
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,52261.6761509633
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,38373.1660497534
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,6874.20028399387
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,33834.3921056453
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,4482.08602630337
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,13136.6229097144
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1949.89896909713
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,2089.91016071918
"Korea, Dem. People's Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,NaN
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,33121.3712885508
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,37533.2177177327
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1969.86648107793
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,2075.40141406441
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,23184.3116680149
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,3350.29710420961
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,878.008505473734
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,799.501400511629
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,7329.97654106843
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,NaN
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,27102.7815282971
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,128259.402583282
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,66835.0643341913
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,528.650154757007
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,672.869702222595
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,11648.6741574144
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,12667.4356695795
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,897.448670290571
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,37882.2651856816
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,6762.54881417278
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,2149.41408725335
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,11416.858992993
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,13926.1136190914
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,3992.22384225509
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,6650.64795654292
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,NaN
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,5764.80281276063
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,12016.907421906
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,3672.1123046875
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,608.442707550256
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1187.56706423461
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,4742.78382677745
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,12060.0781059109
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1324.03198433372
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,62536.7320298151
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,48527.828920018
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,2530.29107203624
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,618.28722904313
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1621.12351497744
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,8146.46797547749
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,87961.7806135072
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,23295.3299592198
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1407.02135059495
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,14565.3302534617
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,18661.7673290605
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,2994.4533269188
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,6260.45519099666
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,7789.87097514036
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,3725.55120488081
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,22112.861574706
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,27275.1115544691
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,NaN
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,18419.4187120644
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,13817.0458984375
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1000.21892281433
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,4139.02958723
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,NaN
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,2601.79054652115
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,28894.963351808
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1745.97206754147
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,11360.9595106966
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,17879.2396545075
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,433.37417433006
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,84734.2559206054
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,24470.238537883
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,32163.5114152484
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,2203.1791258997
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,643.750028806778
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,6253.16161272014
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,NaN
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,32676.9837109377
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,3827.96480560557
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,22553.3056457148
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,13980.0940828315
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,10279.4939435955
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,2272.48559570313
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,6069.02890083889
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,56305.250200767
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,99994.9380204786
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,NaN
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1188.99303811773
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1211.05859375
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,7171.80809318978
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1648.64729020342
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1012.9738726321
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,NaN
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,18332.9640176054
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,3895.38663874079
Turkiye,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,12985.7531497962
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,9190.67154341786
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,5465.10280670561
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1014.21397773156
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,5181.36279296875
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,52976.8083782405
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,48866.6039600298
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,81695.1870713305
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,22564.5324620687
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,2496.10775758036
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,3367.09463871866
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,NaN
Viet Nam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,4346.76849237821
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,533.367123496464
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1369.12936484937
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,2023,1592.41657368542
